market_id,question,event_title,volume,created_at,end_date
506017,"Will Tim Walz say ""crypto"" or ""Bitcoin""  during CNN interview?",What will Walz say during CNN interview?,10146.484849,2024-08-28 19:46:28.000000 UTC,2024-08-29 12:00:00.000000 UTC
636822,"Bitcoin Up or Down - October 15, 4:45PM-5:00PM ET","Bitcoin Up or Down - October 15, 4:45PM-5:00PM ET",10139.989176,2025-10-15 17:46:46.000000 UTC,2025-10-15 21:00:00.000000 UTC
583557,Will the price of Bitcoin be between $106K and $107K on August 30 at 4PM ET?,"Bitcoin Price - August 30, 4PM ET",10139.154513,2025-08-29 17:29:40.000000 UTC,2025-08-30 20:00:00.000000 UTC
659697,"Bitcoin Up or Down - November 1, 12:00PM-12:15PM ET","Bitcoin Up or Down - November 1, 12:00PM-12:15PM ET",10136.085431,2025-11-01 13:01:53.000000 UTC,2025-11-01 16:15:00.000000 UTC
2086797,"Will the price of Bitcoin be between $86,000 and $88,000 on May 3?",Bitcoin price on May 3?,10127.294465000004,2026-04-26 16:00:03.000000 UTC,2026-05-03 16:00:00.000000 UTC
656671,Bitcoin ETF Flows on November 3?,Bitcoin ETF Flows on November 3?,10126.287921,2025-10-30 12:00:00.000000 UTC,2025-11-03 23:00:00.000000 UTC
548023,"Will Ross Ulbricht say ""Memecoin"" during Bitcoin 2025 appearance on May 29?",What will Ross Ulbricht say at the Bitcoin 2025 conference?,10125.105552,2025-05-28 20:10:24.000000 UTC,2025-05-29 12:00:00.000000 UTC
624328,"Bitcoin Up or Down - October 7, 1:15AM-1:30AM ET","Bitcoin Up or Down - October 7, 1:15AM-1:30AM ET",10124.96571,2025-10-07 02:16:55.000000 UTC,2025-10-07 05:30:00.000000 UTC
591561,"Will the price of Bitcoin be above $111,500 on September 9 at 4PM ET?","Bitcoin above ___ on September 9, 4PM ET?",10123.891452,2025-09-09 14:00:01.000000 UTC,2025-09-09 20:00:00.000000 UTC
891228,"Bitcoin Up or Down - December 8, 5:30PM-5:45PM ET","Bitcoin Up or Down - December 8, 5:30PM-5:45PM ET",10119.963973,2025-12-07 22:32:21.000000 UTC,2025-12-08 22:45:00.000000 UTC
650685,"Bitcoin Up or Down - October 26, 3:00PM-3:15PM ET","Bitcoin Up or Down - October 26, 3:00PM-3:15PM ET",10112.339327,2025-10-26 16:01:48.000000 UTC,2025-10-26 19:15:00.000000 UTC
1813903,"Will Bitcoin reach $76,000 on April 1?",What price will Bitcoin hit on April 1?,10111.816219,2026-04-01 04:00:01.000000 UTC,2026-04-02 04:00:00.000000 UTC
632479,"Bitcoin Up or Down - October 12, 12:30PM-12:45PM ET","Bitcoin Up or Down - October 12, 12:30PM-12:45PM ET",10105.60072,2025-10-12 13:31:46.000000 UTC,2025-10-12 16:45:00.000000 UTC
588863,"Will the price of Bitcoin be less than $102,000 on September 12?",Bitcoin price on September 12?,10104.80058,2025-09-05 19:16:40.000000 UTC,2025-09-12 16:00:00.000000 UTC
824849,"Bitcoin Up or Down - December 5, 4:30PM-4:45PM ET","Bitcoin Up or Down - December 5, 4:30PM-4:45PM ET",10101.886218,2025-12-04 21:32:25.000000 UTC,2025-12-05 21:45:00.000000 UTC
673015,"Bitcoin Up or Down - November 9, 4:15PM-4:30PM ET","Bitcoin Up or Down - November 9, 4:15PM-4:30PM ET",10101.519232,2025-11-09 18:16:54.000000 UTC,2025-11-09 21:30:00.000000 UTC
1236851,"Bitcoin Up or Down - January 22, 4:00PM-8:00PM ET","Bitcoin Up or Down - January 22, 4:00PM-8:00PM ET",10089.337748,2026-01-21 21:07:03.000000 UTC,2026-01-23 01:00:00.000000 UTC
2086793,"Will the price of Bitcoin be between $84,000 and $86,000 on May 3?",Bitcoin price on May 3?,10088.376327,2026-04-26 16:00:03.000000 UTC,2026-05-03 16:00:00.000000 UTC
2101720,"Bitcoin Up or Down - April 28, 11:30PM-11:45PM ET","Bitcoin Up or Down - April 28, 11:30PM-11:45PM ET",10086.412201000005,2026-04-28 03:36:53.000000 UTC,2026-04-29 03:45:00.000000 UTC
912245,"Bitcoin Up or Down - December 12, 3:30AM-3:45AM ET","Bitcoin Up or Down - December 12, 3:30AM-3:45AM ET",10084.785844,2025-12-11 08:32:29.000000 UTC,2025-12-12 08:45:00.000000 UTC
627253,"Bitcoin Up or Down - October 8, 6:15AM-6:30AM ET","Bitcoin Up or Down - October 8, 6:15AM-6:30AM ET",10079.393099,2025-10-08 07:16:57.000000 UTC,2025-10-08 10:30:00.000000 UTC
636503,"Bitcoin Up or Down - October 15, 6:45AM-7:00AM ET","Bitcoin Up or Down - October 15, 6:45AM-7:00AM ET",10079.003385,2025-10-15 07:46:45.000000 UTC,2025-10-15 11:00:00.000000 UTC
587095,"Will the price of Bitcoin be above $111,000 on September 3 at 4PM ET?","Bitcoin above ___ on September 3, 4PM ET?",10077.570695,2025-09-03 14:00:00.000000 UTC,2025-09-03 20:00:00.000000 UTC
1996228,"Will Bitcoin dip to $74,000 on April 16?",What price will Bitcoin hit on April 16?,10076.488910000004,2026-04-16 04:00:02.000000 UTC,2026-04-17 04:00:00.000000 UTC
2065917,"Bitcoin Up or Down - April 25, 2:15AM-2:30AM ET","Bitcoin Up or Down - April 25, 2:15AM-2:30AM ET",10070.404851000005,2026-04-24 06:21:54.000000 UTC,2026-04-25 06:30:00.000000 UTC
2116618,"Will the price of Bitcoin be above $66,000 on May 6?",Bitcoin above ___ on May 6?,10068.834212,2026-04-29 16:00:07.000000 UTC,2026-05-06 16:00:00.000000 UTC
621579,"Bitcoin Up or Down - October 4, 9:00AM-9:15AM ET","Bitcoin Up or Down - October 4, 9:00AM-9:15AM ET",10066.264617,2025-10-04 10:02:07.000000 UTC,2025-10-04 13:15:00.000000 UTC
2097829,"Will the price of Bitcoin be between $70,000 and $72,000 on May 4?",Bitcoin price on May 4?,10061.73132899998,2026-04-27 16:00:02.000000 UTC,2026-05-04 16:00:00.000000 UTC
677319,"Bitcoin Up or Down - November 12, 4:45PM-5:00PM ET","Bitcoin Up or Down - November 12, 4:45PM-5:00PM ET",10057.155937,2025-11-11 21:47:22.000000 UTC,2025-11-12 22:00:00.000000 UTC
650747,"Bitcoin Up or Down - October 26, 6:30PM-6:45PM ET","Bitcoin Up or Down - October 26, 6:30PM-6:45PM ET",10056.096693,2025-10-26 19:31:50.000000 UTC,2025-10-26 22:45:00.000000 UTC
822864,"Bitcoin Up or Down - December 5, 1:45PM-2:00PM ET","Bitcoin Up or Down - December 5, 1:45PM-2:00PM ET",10055.384087,2025-12-04 18:47:26.000000 UTC,2025-12-05 19:00:00.000000 UTC
549104,Will the price of Bitcoin be less than $103K on June 3 at 5 PM ET?,"Bitcoin Price - June 3, 5PM ET",10048.23072,2025-06-02 15:49:04.000000 UTC,2025-06-03 17:00:00.000000 UTC
996373,"Bitcoin Up or Down - December 23, 4:00PM-8:00PM ET","Bitcoin Up or Down - December 23, 4:00PM-8:00PM ET",10047.518844,2025-12-22 21:02:53.000000 UTC,2025-12-24 01:00:00.000000 UTC
601626,"Will the price of Bitcoin be above $106,000 on September 24?",Bitcoin above ___ on September 24?,10046.49129,2025-09-17 16:00:02.000000 UTC,2025-09-24 16:00:00.000000 UTC
949419,"Bitcoin Up or Down - December 17, 12:00PM-4:00PM ET","Bitcoin Up or Down - December 17, 12:00PM-4:00PM ET",10044.476582,2025-12-16 17:01:53.000000 UTC,2025-12-17 21:00:00.000000 UTC
663336,"Bitcoin Up or Down - November 3, 5:45PM-6:00PM ET","Bitcoin Up or Down - November 3, 5:45PM-6:00PM ET",10040.069596,2025-11-03 19:46:51.000000 UTC,2025-11-03 23:00:00.000000 UTC
549430,"Bitcoin Up or Down - June 5, 6 AM ET","Bitcoin Up or Down - June 5, 6 AM ET",10039.478943,2025-06-03 11:06:27.000000 UTC,2025-06-05 10:00:00.000000 UTC
1805947,"Bitcoin above 65,400 on March 31, 10AM ET?","Bitcoin above ___ on March 31, 10AM ET?",10038.876881,2026-03-31 12:40:01.000000 UTC,2026-03-31 14:00:00.000000 UTC
601919,"Bitcoin Up or Down - September 17, 6:15PM-6:30PM ET","Bitcoin Up or Down - September 17, 6:15PM-6:30PM ET",10038.701166,2025-09-17 19:16:51.000000 UTC,2025-09-17 22:30:00.000000 UTC
916711,"Bitcoin Up or Down - December 12, 5:15PM-5:30PM ET","Bitcoin Up or Down - December 12, 5:15PM-5:30PM ET",10038.632307,2025-12-11 22:26:26.000000 UTC,2025-12-12 22:30:00.000000 UTC
600164,"Will the price of Bitcoin be between $115,000 and $115,500 on September 16 at 12PM ET?","Bitcoin Price - September 16, 12PM ET",10037.487854,2025-09-16 10:00:00.000000 UTC,2025-09-16 16:00:00.000000 UTC
2009872,"Bitcoin above 76,600 on April 17, 9PM ET?","Bitcoin above ___ on April 17, 9PM ET?",10036.606398,2026-04-17 23:40:01.000000 UTC,2026-04-18 01:00:00.000000 UTC
636554,"Bitcoin Up or Down - October 15, 9:15AM-9:30AM ET","Bitcoin Up or Down - October 15, 9:15AM-9:30AM ET",10035.0,2025-10-15 10:16:47.000000 UTC,2025-10-15 13:30:00.000000 UTC
548018,"Will Ross Ulbricht say ""Satoshi"" during Bitcoin 2025 appearance on May 29?",What will Ross Ulbricht say at the Bitcoin 2025 conference?,10034.841628,2025-05-28 20:10:19.000000 UTC,2025-05-29 12:00:00.000000 UTC
571789,Will Bitcoin dip to $114K August 4–10?,What price will Bitcoin hit August 4-10?,10033.801,2025-08-04 14:25:32.000000 UTC,2025-08-11 04:00:00.000000 UTC
1923961,"Bitcoin above 72,200 on April 9, 12AM ET?","Bitcoin above ___ on April 9, 12AM ET?",10030.0,2026-04-09 02:40:03.000000 UTC,2026-04-09 04:00:00.000000 UTC
1916414,"Bitcoin above 70,800 on April 8, 5AM ET?","Bitcoin above ___ on April 8, 5AM ET?",10024.984,2026-04-08 07:40:03.000000 UTC,2026-04-08 09:00:00.000000 UTC
619579,"Bitcoin Up or Down - October 2, 12:15AM-12:30AM ET","Bitcoin Up or Down - October 2, 12:15AM-12:30AM ET",10024.686775,2025-10-02 01:17:07.000000 UTC,2025-10-02 04:30:00.000000 UTC
1367789,"Bitcoin Up or Down - February 12, 2:55AM-3:00AM ET","Bitcoin Up or Down - February 12, 2:55AM-3:00AM ET",10010.502809,2026-02-12 01:33:35.000000 UTC,2026-02-12 08:00:00.000000 UTC
643405,"Bitcoin Up or Down - October 22, 12:00PM-4:00PM ET","Bitcoin Up or Down - October 22, 12:00PM-4:00PM ET",9998.732284,2025-10-22 04:01:50.000000 UTC,2025-10-22 20:00:00.000000 UTC
601730,"Will the price of Bitcoin be above $116,500 on September 17 at 8PM ET?","Bitcoin above ___ on September 17, 8PM ET?",9997.043878,2025-09-17 18:00:00.000000 UTC,2025-09-18 00:00:00.000000 UTC
1063983,"Bitcoin Up or Down - December 31, 1:30AM-1:45AM ET","Bitcoin Up or Down - December 31, 1:30AM-1:45AM ET",9991.091649,2025-12-30 06:31:50.000000 UTC,2025-12-31 06:45:00.000000 UTC
582377,Bitcoin above $122K on September 3?,Bitcoin above ___ on September 3?,9989.208891,2025-08-27 17:16:34.000000 UTC,2025-09-03 16:00:00.000000 UTC
1997372,"Bitcoin Up or Down - April 17, 2:05AM-2:10AM ET","Bitcoin Up or Down - April 17, 2:05AM-2:10AM ET",9983.9946799999962,2026-04-16 06:12:25.000000 UTC,2026-04-17 06:10:00.000000 UTC
1692116,"Will the price of Bitcoin be between $78,000 and $80,000 on March 30?",Bitcoin price on March 30?,9982.350282,2026-03-23 16:00:02.000000 UTC,2026-03-30 16:00:00.000000 UTC
648732,"Bitcoin Up or Down - October 24, 7:30PM-7:45PM ET","Bitcoin Up or Down - October 24, 7:30PM-7:45PM ET",9979.870413,2025-10-24 20:31:50.000000 UTC,2025-10-24 23:45:00.000000 UTC
601351,"Will the price of Bitcoin be between $116,000 and $116,500 on September 17 at 12PM ET?","Bitcoin Price - September 17, 12PM ET",9977.049997,2025-09-17 10:00:00.000000 UTC,2025-09-17 16:00:00.000000 UTC
646071,"Bitcoin Up or Down - October 23, 8:00AM-12:00PM ET","Bitcoin Up or Down - October 23, 8:00AM-12:00PM ET",9975.186628,2025-10-23 00:01:49.000000 UTC,2025-10-23 16:00:00.000000 UTC
915871,"Bitcoin Up or Down - December 12, 3:15PM-3:30PM ET","Bitcoin Up or Down - December 12, 3:15PM-3:30PM ET",9973.64114,2025-12-11 20:17:21.000000 UTC,2025-12-12 20:30:00.000000 UTC
548476,Bitcoin Up or Down – May 31 (4 PM ET Candle),Bitcoin Up or Down – May 31 (4 PM ET Candle),9966.173415,2025-05-30 14:29:13.000000 UTC,2025-05-31 12:00:00.000000 UTC
639333,"Bitcoin Up or Down - October 18, 8:45PM-9:00PM ET","Bitcoin Up or Down - October 18, 8:45PM-9:00PM ET",9963.522578,2025-10-18 21:46:51.000000 UTC,2025-10-19 01:00:00.000000 UTC
592565,"Will the price of Bitcoin be between $113,000 and $113,500 on September 10 at 4PM ET?","Bitcoin Price - September 10, 4PM ET",9960.152476,2025-09-10 14:00:00.000000 UTC,2025-09-10 20:00:00.000000 UTC
604267,"Will the price of Bitcoin be between $116,000 and $118,000 on September 26?",Bitcoin price on September 26?,9958.985195,2025-09-19 16:00:01.000000 UTC,2025-09-26 16:00:00.000000 UTC
671561,"Bitcoin Up or Down - November 8, 4:45PM-5:00PM ET","Bitcoin Up or Down - November 8, 4:45PM-5:00PM ET",9957.317854,2025-11-08 18:46:50.000000 UTC,2025-11-08 22:00:00.000000 UTC
649393,"Bitcoin Up or Down - October 25, 10:45AM-11:00AM ET","Bitcoin Up or Down - October 25, 10:45AM-11:00AM ET",9948.821324,2025-10-25 11:46:51.000000 UTC,2025-10-25 15:00:00.000000 UTC
653173,"Bitcoin Up or Down - October 28, 2:00AM-2:15AM ET","Bitcoin Up or Down - October 28, 2:00AM-2:15AM ET",9946.68183,2025-10-28 03:01:48.000000 UTC,2025-10-28 06:15:00.000000 UTC
2102612,"Bitcoin Up or Down - April 29, 12:00AM-4:00AM ET","Bitcoin Up or Down - April 29, 12:00AM-4:00AM ET",9941.7967040000021,2026-04-28 04:06:55.000000 UTC,2026-04-29 08:00:00.000000 UTC
1055845,"Bitcoin Up or Down - December 30, 4:00AM-8:00AM ET","Bitcoin Up or Down - December 30, 4:00AM-8:00AM ET",9937.528348,2025-12-29 09:01:47.000000 UTC,2025-12-30 13:00:00.000000 UTC
1367624,"Bitcoin Up or Down - February 11, 9:40PM-9:45PM ET","Bitcoin Up or Down - February 11, 9:40PM-9:45PM ET",9937.365398,2026-02-12 00:52:52.000000 UTC,2026-02-12 02:45:00.000000 UTC
597768,"Will the price of Bitcoin be between $116,000 and $116,500 on September 14 at 8PM ET?","Bitcoin Price - September 14, 8PM ET",9934.77963,2025-09-14 18:00:01.000000 UTC,2025-09-15 00:00:00.000000 UTC
527697,"Will Volodymyr Zelenskyy say ""Crypto"" or ""Bitcoin"" during his Business Roundtable appearance?",What will Trump say during Business Roundtable appearance today?,9930.013239,2025-03-11 15:58:10.000000 UTC,2025-03-11 12:00:00.000000 UTC
590750,"Will the price of Bitcoin be above $110,000 on September 15?",Bitcoin above ___ on September 15?,9926.430728,2025-09-08 16:00:02.000000 UTC,2025-09-15 16:00:00.000000 UTC
665508,"Bitcoin Up or Down - November 4, 8:15PM-8:30PM ET","Bitcoin Up or Down - November 4, 8:15PM-8:30PM ET",9922.24026,2025-11-04 22:16:49.000000 UTC,2025-11-05 01:30:00.000000 UTC
637695,"Bitcoin Up or Down - October 16, 4:30PM-4:45PM ET","Bitcoin Up or Down - October 16, 4:30PM-4:45PM ET",9919.533937,2025-10-16 17:31:48.000000 UTC,2025-10-16 20:45:00.000000 UTC
1108606,"Bitcoin Up or Down - January 5, 4:45PM-5:00PM ET","Bitcoin Up or Down - January 5, 4:45PM-5:00PM ET",9919.510335,2026-01-04 21:47:25.000000 UTC,2026-01-05 22:00:00.000000 UTC
1913324,"Bitcoin Up or Down - April 8, 8:00PM-12:00AM ET","Bitcoin Up or Down - April 8, 8:00PM-12:00AM ET",9916.219853,2026-04-08 00:07:03.000000 UTC,2026-04-09 04:00:00.000000 UTC
2116632,"Will the price of Bitcoin be above $78,000 on May 6?",Bitcoin above ___ on May 6?,9910.073452,2026-04-29 16:00:08.000000 UTC,2026-05-06 16:00:00.000000 UTC
600716,"Will the price of Bitcoin be above $116,500 on September 16 at 8PM ET?","Bitcoin above ___ on September 16, 8PM ET?",9909.397696,2025-09-16 18:00:00.000000 UTC,2025-09-17 00:00:00.000000 UTC
902625,"Will the price of Bitcoin be between $100,000 and $102,000 on December 16?",Bitcoin price on December 16?,9907.477466,2025-12-09 17:00:03.000000 UTC,2025-12-16 17:00:00.000000 UTC
676111,"Bitcoin Up or Down - November 12, 7:45AM-8:00AM ET","Bitcoin Up or Down - November 12, 7:45AM-8:00AM ET",9905.836244,2025-11-11 12:47:21.000000 UTC,2025-11-12 13:00:00.000000 UTC
628750,"Will the price of Bitcoin be above $130,000 on October 16?",Bitcoin above ___ on October 16?,9900.842581,2025-10-09 16:00:07.000000 UTC,2025-10-16 16:00:00.000000 UTC
1973419,"Bitcoin above 75,200 on April 13, 5PM ET?","Bitcoin above ___ on April 13, 5PM ET?",9898.816,2026-04-13 19:40:02.000000 UTC,2026-04-13 21:00:00.000000 UTC
653241,"Bitcoin Up or Down - October 28, 3:00AM-3:15AM ET","Bitcoin Up or Down - October 28, 3:00AM-3:15AM ET",9898.502459,2025-10-28 04:01:51.000000 UTC,2025-10-28 07:15:00.000000 UTC
602790,"Will the price of Bitcoin be between $117,500 and $118,000 on September 18 at 4PM ET?","Bitcoin Price - September 18, 4PM ET",9892.578076,2025-09-18 14:00:00.000000 UTC,2025-09-18 20:00:00.000000 UTC
653682,"Bitcoin Up or Down - October 28, 12:45PM-1:00PM ET","Bitcoin Up or Down - October 28, 12:45PM-1:00PM ET",9891.81511,2025-10-28 13:46:51.000000 UTC,2025-10-28 17:00:00.000000 UTC
603430,"Will the price of Bitcoin be above $117,500 on September 19 at 4AM ET?","Bitcoin above ___ on September 19, 4AM ET?",9885.0,2025-09-19 02:00:00.000000 UTC,2025-09-19 08:00:00.000000 UTC
601213,"Will the price of Bitcoin be between $115,500 and $116,000 on September 17 at 8AM ET?","Bitcoin Price - September 17, 8AM ET",9885.0,2025-09-17 06:00:00.000000 UTC,2025-09-17 12:00:00.000000 UTC
660748,"Bitcoin Up or Down - November 2, 2:45PM-3:00PM ET","Bitcoin Up or Down - November 2, 2:45PM-3:00PM ET",9878.717655,2025-11-02 16:46:52.000000 UTC,2025-11-02 20:00:00.000000 UTC
650812,"Bitcoin Up or Down - October 26, 9:00PM-9:15PM ET","Bitcoin Up or Down - October 26, 9:00PM-9:15PM ET",9875.991101,2025-10-26 22:01:49.000000 UTC,2025-10-27 01:15:00.000000 UTC
1752809,"Will Bitcoin dip to $60,000 on March 28?",What price will Bitcoin hit on March 28?,9874.253636999998,2026-03-28 04:00:03.000000 UTC,2026-03-29 04:00:00.000000 UTC
678487,"Will the price of Bitcoin be between $102,000 and $104,000 on November 19?",Bitcoin price on November 19?,9871.023817,2025-11-12 17:00:01.000000 UTC,2025-11-19 21:00:00.000000 UTC
693330,"Will the price of Bitcoin be between $82,000 and $84,000 on November 27?",Bitcoin price on November 27?,9870.711749,2025-11-20 17:00:01.000000 UTC,2025-11-27 17:00:00.000000 UTC
589493,"Will the price of Bitcoin be less than $102,000 on September 13?",Bitcoin price on September 13?,9866.248441,2025-09-06 16:00:00.000000 UTC,2025-09-13 16:00:00.000000 UTC
640295,"Bitcoin Up or Down - October 20, 9:00AM-9:15AM ET","Bitcoin Up or Down - October 20, 9:00AM-9:15AM ET",9852.658242,2025-10-20 10:01:50.000000 UTC,2025-10-20 13:15:00.000000 UTC
1054558,"Bitcoin Up or Down - December 30, 12:00AM-4:00AM ET","Bitcoin Up or Down - December 30, 12:00AM-4:00AM ET",9845.460785,2025-12-29 05:01:48.000000 UTC,2025-12-30 09:00:00.000000 UTC
660905,"Bitcoin Up or Down - November 2, 7:45PM-8:00PM ET","Bitcoin Up or Down - November 2, 7:45PM-8:00PM ET",9838.342477,2025-11-02 21:46:51.000000 UTC,2025-11-03 01:00:00.000000 UTC
650574,"Bitcoin Up or Down - October 26, 2:45PM-3:00PM ET","Bitcoin Up or Down - October 26, 2:45PM-3:00PM ET",9831.6962,2025-10-26 15:46:50.000000 UTC,2025-10-26 19:00:00.000000 UTC
662401,"Bitcoin Up or Down - November 3, 3:15PM-3:30PM ET","Bitcoin Up or Down - November 3, 3:15PM-3:30PM ET",9825.560568,2025-11-03 17:16:53.000000 UTC,2025-11-03 20:30:00.000000 UTC
606650,"Will the price of Bitcoin be above $116,000 on September 28?",Bitcoin above ___ on September 28?,9820.054126,2025-09-21 16:00:02.000000 UTC,2025-09-28 16:00:00.000000 UTC
650067,"Bitcoin Up or Down - October 26, 1:15AM-1:30AM ET","Bitcoin Up or Down - October 26, 1:15AM-1:30AM ET",9812.516972,2025-10-26 02:16:48.000000 UTC,2025-10-26 05:30:00.000000 UTC
642866,"Bitcoin Up or Down - October 21, 6:30PM-6:45PM ET","Bitcoin Up or Down - October 21, 6:30PM-6:45PM ET",9811.068525,2025-10-21 19:31:50.000000 UTC,2025-10-21 22:45:00.000000 UTC
655613,"Bitcoin Up or Down - October 29, 7:15PM-7:30PM ET","Bitcoin Up or Down - October 29, 7:15PM-7:30PM ET",9804.681941,2025-10-29 20:16:51.000000 UTC,2025-10-29 23:30:00.000000 UTC
659887,"Bitcoin Up or Down - November 1, 2:00PM-2:15PM ET","Bitcoin Up or Down - November 1, 2:00PM-2:15PM ET",9797.996269,2025-11-01 15:01:53.000000 UTC,2025-11-01 18:15:00.000000 UTC
532055,"Will Trump say ""Bitcoin"" or ""Crypto"" by April 4?",What will Trump say this week?,9791.538259,2025-03-28 21:22:51.000000 UTC,2025-04-04 12:00:00.000000 UTC
621461,"Bitcoin Up or Down - October 4, 6:15AM-6:30AM ET","Bitcoin Up or Down - October 4, 6:15AM-6:30AM ET",9781.394516,2025-10-04 07:17:05.000000 UTC,2025-10-04 10:30:00.000000 UTC
652198,"Bitcoin Up or Down - October 27, 5:15PM-5:30PM ET","Bitcoin Up or Down - October 27, 5:15PM-5:30PM ET",9776.719219,2025-10-27 18:16:50.000000 UTC,2025-10-27 21:30:00.000000 UTC
601500,"Will the price of Bitcoin be above $117,000 on September 17 at 4PM ET?","Bitcoin above ___ on September 17, 4PM ET?",9768.757883,2025-09-17 14:00:00.000000 UTC,2025-09-17 20:00:00.000000 UTC
679989,"Bitcoin Up or Down - November 14, 12:00AM-4:00AM ET","Bitcoin Up or Down - November 14, 12:00AM-4:00AM ET",9754.137365,2025-11-13 05:01:38.000000 UTC,2025-11-14 09:00:00.000000 UTC
1969023,"Bitcoin above 70,000 on April 13, 11AM ET?","Bitcoin above ___ on April 13, 11AM ET?",9744.114328,2026-04-13 13:40:01.000000 UTC,2026-04-13 15:00:00.000000 UTC
637741,"Bitcoin Up or Down - October 16, 6:00PM-6:15PM ET","Bitcoin Up or Down - October 16, 6:00PM-6:15PM ET",9741.772256,2025-10-16 19:01:48.000000 UTC,2025-10-16 22:15:00.000000 UTC
644812,"Bitcoin Up or Down - October 22, 5:00PM-5:15PM ET","Bitcoin Up or Down - October 22, 5:00PM-5:15PM ET",9740.918778,2025-10-22 18:01:50.000000 UTC,2025-10-22 21:15:00.000000 UTC
602662,"Will the price of Bitcoin be above $118,000 on September 18 at 12PM ET?","Bitcoin above ___ on September 18, 12PM ET?",9727.940361,2025-09-18 10:00:00.000000 UTC,2025-09-18 16:00:00.000000 UTC
816281,"Bitcoin Up or Down - December 5, 12:00AM-4:00AM ET","Bitcoin Up or Down - December 5, 12:00AM-4:00AM ET",9723.79325,2025-12-04 05:01:36.000000 UTC,2025-12-05 09:00:00.000000 UTC
676540,"Will the price of Bitcoin be between $108,000 and $110,000 on November 18?",Bitcoin price on November 18?,9722.422787,2025-11-11 17:00:01.000000 UTC,2025-11-18 21:00:00.000000 UTC
617026,"Will the price of Bitcoin be between $114,000 and $116,000 on October 6?",Bitcoin price on October 6?,9714.941382,2025-09-29 16:00:00.000000 UTC,2025-10-06 16:00:00.000000 UTC
2058326,"Bitcoin Up or Down - April 25, 3AM ET","Bitcoin Up or Down - April 25, 3AM ET",9712.8909119999953,2026-04-23 07:00:01.000000 UTC,2026-04-25 08:00:00.000000 UTC
644987,"Bitcoin Up or Down - October 22, 6:45PM-7:00PM ET","Bitcoin Up or Down - October 22, 6:45PM-7:00PM ET",9707.875771,2025-10-22 19:46:52.000000 UTC,2025-10-22 23:00:00.000000 UTC
1041380,"Bitcoin Up or Down - December 28, 4:00PM-8:00PM ET","Bitcoin Up or Down - December 28, 4:00PM-8:00PM ET",9707.360435,2025-12-27 21:01:50.000000 UTC,2025-12-29 01:00:00.000000 UTC
660299,"Bitcoin Up or Down - November 1, 11:15PM-11:30PM ET","Bitcoin Up or Down - November 1, 11:15PM-11:30PM ET",9700.257836,2025-11-02 00:16:53.000000 UTC,2025-11-02 03:30:00.000000 UTC
1297059,"Bitcoin Up or Down - January 30, 8:00PM-12:00AM ET","Bitcoin Up or Down - January 30, 8:00PM-12:00AM ET",9698.977464,2026-01-30 01:07:53.000000 UTC,2026-01-31 05:00:00.000000 UTC
650552,"Bitcoin Up or Down - October 26, 2:15PM-2:30PM ET","Bitcoin Up or Down - October 26, 2:15PM-2:30PM ET",9693.692405,2025-10-26 15:16:50.000000 UTC,2025-10-26 18:30:00.000000 UTC
696662,"Bitcoin Up or Down - November 23, 4:00AM-8:00AM ET","Bitcoin Up or Down - November 23, 4:00AM-8:00AM ET",9691.880033,2025-11-22 09:01:51.000000 UTC,2025-11-23 13:00:00.000000 UTC
2002785,"Bitcoin Up or Down - April 17, 8:45PM-9:00PM ET","Bitcoin Up or Down - April 17, 8:45PM-9:00PM ET",9691.2275150000114,2026-04-17 00:51:53.000000 UTC,2026-04-18 01:00:00.000000 UTC
595220,"Will the price of Bitcoin be above $115,500 on September 12 at 4PM ET?","Bitcoin above ___ on September 12, 4PM ET?",9687.630824,2025-09-12 14:00:01.000000 UTC,2025-09-12 20:00:00.000000 UTC
578960,Bitcoin above $116K on August 21 at 4PM ET?,"Bitcoin above ___ on August 21, 4PM ET?",9684.585783,2025-08-20 12:05:14.000000 UTC,2025-08-21 20:00:00.000000 UTC
661418,"Bitcoin Up or Down - November 3, 7:00AM-7:15AM ET","Bitcoin Up or Down - November 3, 7:00AM-7:15AM ET",9682.446031,2025-11-03 09:01:54.000000 UTC,2025-11-03 12:15:00.000000 UTC
547839,Bitcoin Up or Down – May 29 (1 AM ET Candle),Bitcoin Up or Down – May 29 (1 AM ET Candle),9681.617407,2025-05-28 13:06:11.000000 UTC,2025-05-29 12:00:00.000000 UTC
2067578,"Bitcoin Up or Down - April 25, 9:00AM-9:15AM ET","Bitcoin Up or Down - April 25, 9:00AM-9:15AM ET",9680.226303,2026-04-24 13:07:28.000000 UTC,2026-04-25 13:15:00.000000 UTC
580530,Bitcoin above $111K on August 25 at 8PM ET?,"Bitcoin above ___ on August 25, 8PM ET?",9672.026963,2025-08-24 20:23:56.000000 UTC,2025-08-26 00:00:00.000000 UTC
2117397,"Bitcoin Up or Down - April 30, 1:45PM-1:50PM ET","Bitcoin Up or Down - April 30, 1:45PM-1:50PM ET",9665.4474240000036,2026-04-29 17:52:59.000000 UTC,2026-04-30 17:50:00.000000 UTC
653238,"Bitcoin Up or Down - October 28, 12:00PM-4:00PM ET","Bitcoin Up or Down - October 28, 12:00PM-4:00PM ET",9661.165727,2025-10-28 04:01:47.000000 UTC,2025-10-28 20:00:00.000000 UTC
